,name,address
0,청주용담DT  ,충청북도 청주시 상당구 산성로 129 (용담동)
1,충주시청DT  ,충청북도 충주시 국원대로 208-1 (금릉동)
2,청주봉명DT  ,충청북도 청주시 흥덕구 1순환로 514 (봉명동)
3,청주율량DT  ,충청북도 청주시 청원구 충청대로107번길 8 (율량동)
