,name,address
0,속초DT  ,강원도 속초시 동해대로 4114 (조양동)
1,춘천석사DT  ,강원도 춘천시 후석로 13 (석사동)
2,춘천후평DT  ,강원도 춘천시 후석로 318 (후평동)
3,동해DT  ,강원도 동해시 중앙로 219 (천곡동)
